epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,26259.3,1.01803,1.89158,0.76148,1.34683,0.85558,0.81464,0.8811,0.56257,0.84587,0.80917,0.87186,0.51932,1.26874,1.53509,0.67425,1.59089,0.000302,0.000302,0.000302
122,26453.4,1.02381,1.87681,0.7752,1.35519,0.86644,0.80168,0.87549,0.56154,0.84437,0.79936,0.86487,0.51635,1.26448,1.49175,0.68361,1.58482,0.00030035,0.00030035,0.00030035
123,26647.1,1.03468,1.9025,0.78752,1.35993,0.85671,0.81934,0.87962,0.55993,0.84189,0.8087,0.86631,0.51782,1.27014,1.48623,0.67795,1.59611,0.0002987,0.0002987,0.0002987
124,26870.7,1.0139,1.88066,0.77156,1.35014,0.84912,0.8218,0.87592,0.55918,0.838,0.81104,0.86212,0.51547,1.26591,1.52302,0.68575,1.59854,0.00029705,0.00029705,0.00029705
125,27065.9,1.01814,1.88314,0.76756,1.34982,0.85108,0.81793,0.87908,0.56301,0.84095,0.8087,0.86465,0.5223,1.25765,1.53857,0.67839,1.57808,0.0002954,0.0002954,0.0002954
126,27322.9,1.01721,1.87893,0.76868,1.34941,0.86741,0.80122,0.878,0.56424,0.85577,0.79046,0.86231,0.52586,1.25872,1.50971,0.67883,1.57552,0.00029375,0.00029375,0.00029375
127,27517.5,1.00378,1.84399,0.76329,1.33865,0.86364,0.80215,0.88029,0.56735,0.85105,0.79046,0.86411,0.52596,1.25262,1.49297,0.6748,1.57424,0.0002921,0.0002921,0.0002921
128,27711.8,1.0133,1.86174,0.76703,1.34884,0.84746,0.81331,0.87788,0.56741,0.83151,0.81151,0.86317,0.52511,1.24977,1.47994,0.67126,1.57585,0.00029045,0.00029045,0.00029045
129,27929.7,1.01053,1.8542,0.75549,1.33491,0.85994,0.80262,0.87498,0.56384,0.84843,0.78808,0.85936,0.51917,1.24606,1.5122,0.67679,1.56363,0.0002888,0.0002888,0.0002888
130,28160.1,0.99949,1.83904,0.74975,1.33349,0.86357,0.79607,0.87397,0.56683,0.85517,0.78812,0.86476,0.5241,1.23649,1.49332,0.67266,1.56207,0.00028715,0.00028715,0.00028715
131,28353.9,0.99944,1.87009,0.76116,1.34494,0.8855,0.78859,0.87856,0.56803,0.87657,0.78064,0.87113,0.52691,1.23319,1.48104,0.66962,1.56374,0.0002855,0.0002855,0.0002855
132,28547.6,1.01505,1.85943,0.76607,1.3458,0.87859,0.78866,0.87903,0.56843,0.87207,0.78116,0.8715,0.52568,1.23952,1.48376,0.67081,1.56806,0.00028385,0.00028385,0.00028385
133,28755.1,0.99891,1.84453,0.75405,1.33259,0.87725,0.78672,0.88124,0.56731,0.83058,0.81632,0.8731,0.52686,1.25325,1.49866,0.6757,1.587,0.0002822,0.0002822,0.0002822
134,28949.2,0.99762,1.84527,0.7559,1.32862,0.83856,0.82358,0.87983,0.56773,0.82965,0.81525,0.87064,0.5275,1.26217,1.51227,0.67312,1.60133,0.00028055,0.00028055,0.00028055
135,29143.1,0.99322,1.81862,0.73698,1.32216,0.86177,0.80636,0.88013,0.56928,0.85077,0.79607,0.87044,0.53104,1.25044,1.51735,0.669,1.58024,0.0002789,0.0002789,0.0002789
136,29363.3,1.00089,1.8377,0.74627,1.32716,0.85266,0.81745,0.88021,0.57009,0.84205,0.80215,0.87021,0.5321,1.2499,1.50856,0.66787,1.57429,0.00027725,0.00027725,0.00027725
137,29557.2,0.99034,1.81629,0.72937,1.32235,0.85669,0.81665,0.87999,0.56891,0.84562,0.80448,0.86923,0.52956,1.2463,1.51887,0.6722,1.57266,0.0002756,0.0002756,0.0002756
138,29751.1,0.98831,1.82366,0.73199,1.31888,0.84544,0.82895,0.88074,0.56822,0.83194,0.82195,0.86916,0.52621,1.24863,1.51112,0.66919,1.57817,0.00027395,0.00027395,0.00027395
139,29974.2,0.98757,1.80287,0.72987,1.31094,0.85047,0.83068,0.88089,0.56991,0.83679,0.82251,0.8693,0.52746,1.24759,1.50634,0.65706,1.57904,0.0002723,0.0002723,0.0002723
140,30316.2,0.97757,1.79698,0.72093,1.30325,0.86436,0.8218,0.88322,0.57434,0.8596,0.80466,0.87377,0.53067,1.24402,1.50441,0.64669,1.56994,0.00027065,0.00027065,0.00027065
141,30607.4,0.98843,1.81093,0.7363,1.31774,0.86899,0.81384,0.88374,0.57537,0.86009,0.80221,0.87368,0.53096,1.23885,1.5116,0.6451,1.56318,0.000269,0.000269,0.000269
142,30889.3,0.98705,1.81076,0.7289,1.31973,0.87602,0.81298,0.8858,0.57876,0.86496,0.80293,0.87625,0.53335,1.23946,1.49874,0.64752,1.5688,0.00026735,0.00026735,0.00026735
143,31083.9,0.99104,1.81905,0.73212,1.31623,0.86534,0.81759,0.88577,0.58075,0.85553,0.80776,0.87718,0.53554,1.23734,1.47749,0.64533,1.56929,0.0002657,0.0002657,0.0002657
144,31278.4,0.98167,1.79384,0.72674,1.3173,0.85818,0.82367,0.88351,0.58024,0.85719,0.80851,0.87621,0.53663,1.23209,1.46075,0.64634,1.56838,0.00026405,0.00026405,0.00026405
145,31502.3,0.97461,1.77741,0.71412,1.30762,0.84491,0.83022,0.8841,0.5797,0.84257,0.81572,0.87421,0.53813,1.23345,1.45114,0.64789,1.57123,0.0002624,0.0002624,0.0002624
146,31730.2,0.97949,1.7878,0.72505,1.31928,0.8447,0.82788,0.88324,0.57895,0.85131,0.80339,0.87126,0.53588,1.22708,1.44865,0.64677,1.55845,0.00026075,0.00026075,0.00026075
147,31934.3,0.97838,1.77958,0.72552,1.30838,0.85283,0.82788,0.88323,0.58061,0.84188,0.81244,0.86743,0.53441,1.22598,1.45558,0.6419,1.5537,0.0002591,0.0002591,0.0002591
148,32128.7,0.95983,1.78002,0.70906,1.30007,0.84149,0.83433,0.88433,0.58191,0.84362,0.80493,0.87025,0.5347,1.22477,1.46507,0.63655,1.55169,0.00025745,0.00025745,0.00025745
149,32339.7,0.97418,1.7678,0.70701,1.29939,0.86845,0.80917,0.8854,0.58371,0.86432,0.79853,0.87478,0.53737,1.2228,1.48058,0.63267,1.55528,0.0002558,0.0002558,0.0002558
150,32572,0.95958,1.76485,0.7044,1.29244,0.86342,0.81525,0.88641,0.58564,0.8535,0.80449,0.87389,0.54029,1.21939,1.49172,0.63467,1.55085,0.00025415,0.00025415,0.00025415
151,32765.4,0.96718,1.78372,0.71029,1.30056,0.86007,0.81931,0.88447,0.58482,0.85074,0.81043,0.87425,0.53964,1.22111,1.50692,0.63954,1.55288,0.0002525,0.0002525,0.0002525
152,32958.6,0.96251,1.77455,0.70266,1.29318,0.8416,0.82999,0.88448,0.58306,0.82974,0.8183,0.87108,0.53842,1.21989,1.51209,0.64086,1.54886,0.00025085,0.00025085,0.00025085
153,33164.1,0.96954,1.75716,0.71301,1.29563,0.83357,0.84238,0.88484,0.58554,0.82137,0.83115,0.8742,0.54071,1.21739,1.50986,0.64189,1.54049,0.0002492,0.0002492,0.0002492
154,33366.2,0.97056,1.76224,0.70879,1.29703,0.86336,0.81569,0.88607,0.58371,0.85247,0.8054,0.87385,0.53879,1.22288,1.51428,0.64438,1.54656,0.00024755,0.00024755,0.00024755
155,33574.7,0.96681,1.78184,0.70552,1.29799,0.86029,0.81431,0.88416,0.583,0.85052,0.80496,0.87352,0.53937,1.22148,1.52289,0.64606,1.54696,0.0002459,0.0002459,0.0002459
156,33767.9,0.95901,1.76867,0.70241,1.2918,0.86686,0.81618,0.88333,0.5835,0.85242,0.81057,0.87415,0.54143,1.22242,1.51523,0.64495,1.55266,0.00024425,0.00024425,0.00024425
157,34025.4,0.95921,1.76194,0.70374,1.29684,0.86097,0.82273,0.8828,0.58325,0.85461,0.81665,0.87357,0.54147,1.22017,1.50597,0.63917,1.55382,0.0002426,0.0002426,0.0002426
158,34236.3,0.94999,1.73765,0.69685,1.28836,0.8636,0.8232,0.88475,0.58547,0.85413,0.81712,0.8752,0.54236,1.22435,1.51243,0.63331,1.56508,0.00024095,0.00024095,0.00024095
159,34429.8,0.96256,1.77695,0.71018,1.30692,0.87215,0.81712,0.885,0.58546,0.86317,0.8087,0.87521,0.54198,1.22788,1.52197,0.63513,1.57546,0.0002393,0.0002393,0.0002393
160,34791,0.94498,1.73112,0.68676,1.28631,0.86578,0.82367,0.88599,0.58525,0.85728,0.81478,0.87581,0.54261,1.2294,1.51651,0.63363,1.57786,0.00023765,0.00023765,0.00023765
161,35083.3,0.95508,1.7623,0.69715,1.29037,0.87204,0.82039,0.88591,0.5844,0.8656,0.80917,0.87401,0.54073,1.23026,1.51728,0.63562,1.57867,0.000236,0.000236,0.000236
162,35314.5,0.95036,1.72717,0.69708,1.2921,0.86317,0.82133,0.88393,0.58413,0.86236,0.80683,0.87157,0.54047,1.22825,1.52207,0.64103,1.57852,0.00023435,0.00023435,0.00023435
163,35511.5,0.94669,1.74496,0.69566,1.2894,0.85486,0.83255,0.88525,0.58393,0.85663,0.81047,0.87446,0.53923,1.23016,1.52984,0.64018,1.58227,0.0002327,0.0002327,0.0002327
164,35776.9,0.93681,1.71291,0.67693,1.27895,0.85487,0.83302,0.88585,0.58338,0.84292,0.82578,0.87552,0.53827,1.23175,1.5381,0.64159,1.58619,0.00023105,0.00023105,0.00023105
165,35972.2,0.92996,1.72318,0.67799,1.27562,0.85901,0.83489,0.88683,0.58332,0.8458,0.82097,0.87348,0.53928,1.22848,1.53865,0.64061,1.58404,0.0002294,0.0002294,0.0002294
166,36210.5,0.9496,1.7568,0.69605,1.28046,0.85852,0.83068,0.88621,0.58486,0.84637,0.8194,0.8738,0.54132,1.22604,1.5344,0.64071,1.57749,0.00022775,0.00022775,0.00022775
167,36471.8,0.93553,1.71842,0.67723,1.27878,0.86758,0.8246,0.88619,0.58579,0.85548,0.81338,0.87385,0.54081,1.22718,1.53477,0.63944,1.58134,0.0002261,0.0002261,0.0002261
168,36664.7,0.93576,1.71669,0.68683,1.2862,0.86555,0.82413,0.88562,0.58615,0.85375,0.81197,0.87187,0.54134,1.22358,1.53473,0.64084,1.58209,0.00022445,0.00022445,0.00022445
169,36897.8,0.92807,1.71253,0.68119,1.27838,0.86645,0.82834,0.88766,0.58676,0.85373,0.81618,0.87378,0.54346,1.21926,1.53077,0.64226,1.57598,0.0002228,0.0002228,0.0002228
170,37090.6,0.93128,1.71596,0.67631,1.27551,0.86189,0.82895,0.88782,0.58726,0.85038,0.81759,0.87376,0.54238,1.21768,1.53552,0.64265,1.5732,0.00022115,0.00022115,0.00022115
171,37283.8,0.93538,1.72577,0.68151,1.27631,0.86073,0.82671,0.88682,0.58767,0.84836,0.81572,0.87285,0.54301,1.21549,1.53152,0.64071,1.56743,0.0002195,0.0002195,0.0002195
172,37476.5,0.93004,1.72625,0.68483,1.26785,0.84693,0.84364,0.88842,0.58869,0.83651,0.83068,0.87436,0.54596,1.21225,1.5198,0.64009,1.56454,0.00021785,0.00021785,0.00021785
173,37722.8,0.93169,1.71706,0.67805,1.27144,0.86035,0.83564,0.88967,0.59024,0.84746,0.82633,0.87593,0.54785,1.21104,1.51474,0.63431,1.56241,0.0002162,0.0002162,0.0002162
174,37951.8,0.93065,1.71262,0.67827,1.27068,0.85448,0.84144,0.89009,0.59019,0.83998,0.83475,0.87711,0.54983,1.2072,1.51144,0.63147,1.55726,0.00021455,0.00021455,0.00021455
175,38224.2,0.92409,1.68077,0.65895,1.26108,0.85813,0.8363,0.8903,0.59068,0.8489,0.82273,0.87573,0.54906,1.20311,1.50224,0.63254,1.55443,0.0002129,0.0002129,0.0002129
176,38417.2,0.92477,1.68874,0.65488,1.26272,0.86296,0.83022,0.8896,0.59184,0.85193,0.81946,0.87576,0.54984,1.19898,1.49166,0.63409,1.54947,0.00021125,0.00021125,0.00021125
177,38610.3,0.92664,1.69882,0.67502,1.26981,0.86317,0.83115,0.88943,0.59201,0.8579,0.81712,0.8769,0.54982,1.19748,1.48117,0.63654,1.54917,0.0002096,0.0002096,0.0002096
178,38808,0.90172,1.65348,0.64925,1.26029,0.86903,0.82863,0.89115,0.59275,0.85677,0.81694,0.87841,0.55194,1.19859,1.48357,0.63404,1.55028,0.00020795,0.00020795,0.00020795
179,39000.6,0.91761,1.69544,0.66856,1.26406,0.86165,0.83723,0.8915,0.59358,0.85719,0.82133,0.88104,0.55214,1.19784,1.48125,0.63272,1.54938,0.0002063,0.0002063,0.0002063
180,39225.8,0.91406,1.68067,0.65694,1.272,0.85433,0.84238,0.89142,0.59412,0.84292,0.83022,0.87906,0.5522,1.19724,1.47999,0.63248,1.54984,0.00020465,0.00020465,0.00020465
181,39475.7,0.90617,1.66543,0.65634,1.25969,0.84749,0.84659,0.89194,0.59467,0.8553,0.81572,0.87906,0.55321,1.19433,1.47397,0.63259,1.54812,0.000203,0.000203,0.000203
182,39827.8,0.92061,1.6885,0.6597,1.2651,0.85381,0.84144,0.89252,0.59554,0.84532,0.82563,0.87879,0.55433,1.19337,1.47313,0.63078,1.55009,0.00020135,0.00020135,0.00020135
183,40081.3,0.91037,1.6819,0.65636,1.2658,0.86113,0.83396,0.89146,0.59564,0.84954,0.82273,0.87887,0.55484,1.1914,1.47525,0.62946,1.55016,0.0001997,0.0001997,0.0001997
184,40274,0.9129,1.68391,0.66511,1.2612,0.85737,0.8391,0.89137,0.59676,0.8483,0.83068,0.88154,0.55625,1.18907,1.47654,0.62813,1.55003,0.00019805,0.00019805,0.00019805
185,40521.8,0.90025,1.65795,0.6539,1.2557,0.8619,0.83781,0.89177,0.59693,0.85674,0.82133,0.88077,0.55678,1.18868,1.48146,0.62897,1.54944,0.0001964,0.0001964,0.0001964
186,40761.7,0.90509,1.67243,0.65417,1.25397,0.86313,0.8391,0.89271,0.5969,0.85537,0.82507,0.88024,0.55542,1.18722,1.48564,0.62846,1.54893,0.00019475,0.00019475,0.00019475
187,40962.1,0.90045,1.66468,0.65237,1.24951,0.86297,0.83657,0.89233,0.59693,0.85317,0.82601,0.87976,0.55454,1.18875,1.49007,0.63085,1.55129,0.0001931,0.0001931,0.0001931
188,41160.3,0.90417,1.65027,0.6498,1.24953,0.86063,0.83817,0.89132,0.59861,0.84911,0.82694,0.87826,0.55428,1.19014,1.4925,0.63009,1.55331,0.00019145,0.00019145,0.00019145
189,41452.4,0.89567,1.64892,0.64738,1.24736,0.86148,0.83776,0.89145,0.59935,0.84998,0.82681,0.87899,0.55489,1.18965,1.4956,0.6301,1.55278,0.0001898,0.0001898,0.0001898
190,41662.1,0.91265,1.6731,0.65558,1.25095,0.86025,0.84362,0.89212,0.59927,0.84833,0.83193,0.87923,0.55472,1.18995,1.49208,0.62976,1.55236,0.00018815,0.00018815,0.00018815
191,41855,0.89163,1.64705,0.64049,1.24598,0.85903,0.84079,0.89109,0.59994,0.84851,0.8305,0.87978,0.55608,1.18803,1.49519,0.63038,1.55148,0.0001865,0.0001865,0.0001865
192,42123.7,0.89184,1.63385,0.63663,1.2457,0.86297,0.83952,0.89012,0.60017,0.85095,0.83045,0.87978,0.55725,1.18684,1.49865,0.63109,1.54964,0.00018485,0.00018485,0.00018485
193,42316.6,0.89788,1.66619,0.65269,1.25117,0.86552,0.83957,0.8902,0.59955,0.85539,0.82975,0.88153,0.55719,1.1866,1.49704,0.63053,1.54931,0.0001832,0.0001832,0.0001832
194,42509.7,0.88461,1.62019,0.63819,1.24217,0.86616,0.84051,0.89052,0.59945,0.85306,0.83068,0.88072,0.55865,1.18856,1.49035,0.63046,1.55115,0.00018155,0.00018155,0.00018155
195,42702.6,0.88267,1.62417,0.63597,1.23503,0.86402,0.84238,0.89034,0.6,0.85151,0.83148,0.88066,0.55893,1.18901,1.48801,0.62816,1.55183,0.0001799,0.0001799,0.0001799
196,42966.7,0.87643,1.60772,0.62378,1.23243,0.86781,0.84136,0.89111,0.60004,0.85256,0.83162,0.88015,0.55911,1.18987,1.48649,0.62653,1.55262,0.00017825,0.00017825,0.00017825
197,43214.5,0.8863,1.64564,0.63231,1.24513,0.8653,0.84131,0.89034,0.60027,0.851,0.82975,0.87898,0.55877,1.18994,1.48619,0.62317,1.55344,0.0001766,0.0001766,0.0001766
198,43450.7,0.89306,1.64659,0.64222,1.2423,0.8624,0.8413,0.88954,0.60101,0.85899,0.82226,0.87932,0.55885,1.18903,1.4851,0.62368,1.55301,0.00017495,0.00017495,0.00017495
199,43700.5,0.879,1.62945,0.62778,1.2325,0.86334,0.84097,0.88972,0.60158,0.85911,0.8218,0.87982,0.55995,1.18779,1.48437,0.62201,1.55162,0.0001733,0.0001733,0.0001733
200,43946.1,0.88143,1.64188,0.63578,1.2333,0.86827,0.83854,0.88958,0.60111,0.85763,0.82554,0.88001,0.55909,1.18612,1.48469,0.62189,1.54924,0.00017165,0.00017165,0.00017165
201,44183.9,0.88244,1.62673,0.63034,1.22971,0.86966,0.83957,0.88928,0.60092,0.85924,0.82798,0.88049,0.55923,1.18658,1.48761,0.62295,1.55063,0.00017,0.00017,0.00017
202,44426.9,0.8783,1.62246,0.63568,1.23194,0.87139,0.83583,0.8889,0.60022,0.86331,0.8246,0.87995,0.55844,1.18695,1.49004,0.62385,1.55122,0.00016835,0.00016835,0.00016835
203,44631.3,0.88347,1.61368,0.62758,1.23137,0.87648,0.83301,0.88917,0.59997,0.86874,0.82367,0.88211,0.55832,1.18711,1.49218,0.62403,1.55189,0.0001667,0.0001667,0.0001667
204,44844.7,0.87569,1.63887,0.63998,1.23341,0.87937,0.83198,0.88858,0.59921,0.8713,0.82226,0.88097,0.55865,1.1865,1.49321,0.62259,1.55212,0.00016505,0.00016505,0.00016505
205,45099.3,0.87504,1.62058,0.6296,1.21826,0.87884,0.83118,0.88756,0.59919,0.86944,0.82229,0.87989,0.55846,1.18768,1.49582,0.62256,1.55522,0.0001634,0.0001634,0.0001634
206,45322.7,0.87992,1.62248,0.62906,1.23212,0.8797,0.83209,0.88699,0.59933,0.8703,0.8232,0.87887,0.55831,1.18781,1.49836,0.62357,1.55657,0.00016175,0.00016175,0.00016175
207,45522.1,0.88559,1.62806,0.63347,1.24267,0.87645,0.83286,0.88682,0.60002,0.86759,0.82444,0.87952,0.55842,1.18701,1.50013,0.62383,1.55591,0.0001601,0.0001601,0.0001601
208,45729.7,0.85741,1.59729,0.61618,1.21751,0.87818,0.82928,0.88734,0.59939,0.86524,0.82086,0.87914,0.55871,1.18701,1.50135,0.62243,1.55629,0.00015845,0.00015845,0.00015845
209,45935.3,0.87383,1.62928,0.62726,1.23226,0.86958,0.8377,0.88733,0.59986,0.8602,0.82881,0.87916,0.5589,1.18361,1.50302,0.62255,1.55182,0.0001568,0.0001568,0.0001568
210,46182.1,0.8641,1.59023,0.61524,1.22408,0.8714,0.83676,0.88776,0.59987,0.85643,0.83022,0.87933,0.55859,1.1825,1.50266,0.62307,1.55088,0.00015515,0.00015515,0.00015515
211,46385.8,0.86539,1.60033,0.62463,1.22117,0.87005,0.8377,0.88788,0.60001,0.86067,0.82881,0.87852,0.55815,1.18114,1.50151,0.6227,1.54989,0.0001535,0.0001535,0.0001535
212,46583.1,0.86466,1.60719,0.6207,1.22323,0.87167,0.83676,0.88825,0.60071,0.86233,0.82914,0.87965,0.55848,1.18003,1.50246,0.62118,1.55005,0.00015185,0.00015185,0.00015185
213,46813.5,0.85823,1.56971,0.60615,1.21716,0.87309,0.83349,0.88738,0.60078,0.85996,0.82834,0.87964,0.55908,1.17875,1.50431,0.61988,1.54974,0.0001502,0.0001502,0.0001502
214,47006.4,0.85727,1.59204,0.60495,1.21759,0.86504,0.83863,0.88776,0.60114,0.8578,0.83162,0.8801,0.55954,1.17884,1.50429,0.62039,1.54934,0.00014855,0.00014855,0.00014855
215,47199,0.85895,1.58889,0.61064,1.21203,0.85521,0.84539,0.88788,0.60195,0.84859,0.83884,0.88119,0.56018,1.17865,1.50553,0.61878,1.54915,0.0001469,0.0001469,0.0001469
216,47391.8,0.86478,1.60457,0.61289,1.21983,0.87111,0.83456,0.88812,0.60221,0.84901,0.84163,0.88183,0.5606,1.1774,1.50556,0.61835,1.54767,0.00014525,0.00014525,0.00014525
217,47584.4,0.85823,1.58872,0.61069,1.21473,0.87214,0.83162,0.88836,0.60249,0.8483,0.84217,0.88091,0.56134,1.17619,1.50627,0.61925,1.54624,0.0001436,0.0001436,0.0001436
218,47778.6,0.85694,1.56945,0.60572,1.21649,0.87191,0.83442,0.88842,0.60265,0.8621,0.82754,0.88043,0.56128,1.17493,1.50704,0.61926,1.54474,0.00014195,0.00014195,0.00014195
219,47972.2,0.85644,1.56575,0.60634,1.20921,0.87093,0.83536,0.88799,0.60377,0.86172,0.82881,0.87984,0.56105,1.1742,1.50565,0.61967,1.54341,0.0001403,0.0001403,0.0001403
220,48165.6,0.84919,1.58611,0.60596,1.21207,0.87196,0.8345,0.88799,0.60374,0.86466,0.82773,0.88054,0.56164,1.17365,1.50559,0.6194,1.54228,0.00013865,0.00013865,0.00013865
221,48411.3,0.85478,1.57572,0.6086,1.21452,0.87602,0.83442,0.88943,0.60496,0.86582,0.82996,0.88173,0.56231,1.17305,1.50505,0.6196,1.54089,0.000137,0.000137,0.000137
222,48605.4,0.83939,1.54539,0.58719,1.20345,0.87737,0.83442,0.88931,0.60476,0.86765,0.82788,0.88165,0.56211,1.17232,1.50417,0.61858,1.53984,0.00013535,0.00013535,0.00013535
223,48799.3,0.84842,1.55729,0.59795,1.2054,0.88102,0.83022,0.88958,0.60441,0.86729,0.82741,0.8818,0.56235,1.17143,1.50044,0.61842,1.53911,0.0001337,0.0001337,0.0001337
224,48993.6,0.84441,1.56912,0.59814,1.20244,0.88142,0.82788,0.88964,0.60434,0.86355,0.82884,0.88186,0.56245,1.17175,1.4996,0.61792,1.54005,0.00013205,0.00013205,0.00013205
225,49188.9,0.85506,1.57056,0.60992,1.21068,0.8831,0.82678,0.88968,0.60406,0.86656,0.82694,0.88238,0.56301,1.17159,1.49948,0.61866,1.53926,0.0001304,0.0001304,0.0001304
226,49383.8,0.84926,1.57734,0.6076,1.21179,0.88446,0.82647,0.8898,0.6046,0.86602,0.82539,0.88178,0.5635,1.17073,1.5,0.61806,1.53842,0.00012875,0.00012875,0.00012875
227,49590.8,0.83164,1.54758,0.5867,1.19765,0.88584,0.8232,0.88975,0.60524,0.86455,0.82507,0.88147,0.56414,1.17052,1.49963,0.61748,1.53867,0.0001271,0.0001271,0.0001271
228,49845.8,0.83967,1.5557,0.59351,1.19958,0.88334,0.82523,0.88997,0.60566,0.86781,0.82289,0.88089,0.56455,1.1694,1.49918,0.61654,1.53762,0.00012545,0.00012545,0.00012545
229,50054.4,0.84177,1.57208,0.60707,1.21324,0.87971,0.83068,0.89008,0.60681,0.87075,0.8218,0.88183,0.56488,1.16849,1.49848,0.61612,1.5373,0.0001238,0.0001238,0.0001238
230,50315.3,0.83601,1.56682,0.59049,1.20809,0.8784,0.83255,0.89019,0.60734,0.86746,0.8246,0.88188,0.56547,1.16737,1.49751,0.61561,1.53684,0.00012215,0.00012215,0.00012215
231,50508.1,0.84568,1.57373,0.60358,1.21238,0.87975,0.83209,0.89028,0.60793,0.87023,0.82179,0.88205,0.56523,1.1663,1.49727,0.61554,1.53602,0.0001205,0.0001205,0.0001205
232,50805.4,0.83252,1.54447,0.58745,1.20441,0.87961,0.82881,0.89019,0.60752,0.87096,0.81993,0.88191,0.56534,1.16615,1.49759,0.61643,1.53608,0.00011885,0.00011885,0.00011885
233,51033.8,0.84324,1.55775,0.59588,1.20325,0.87971,0.82975,0.89042,0.6082,0.87157,0.81993,0.88164,0.56545,1.16526,1.49625,0.61639,1.53498,0.0001172,0.0001172,0.0001172
234,51226.8,0.83702,1.53691,0.59252,1.19968,0.88099,0.82928,0.89048,0.60782,0.87211,0.81974,0.88175,0.56519,1.16507,1.49405,0.61677,1.53469,0.00011555,0.00011555,0.00011555
235,51422.8,0.83608,1.55987,0.59613,1.20555,0.88642,0.82493,0.89023,0.60803,0.87584,0.81494,0.88092,0.56499,1.16479,1.49401,0.61772,1.53446,0.0001139,0.0001139,0.0001139
236,51636.2,0.8353,1.5287,0.585,1.2011,0.88457,0.82798,0.89062,0.60888,0.87589,0.81534,0.88162,0.56561,1.16351,1.49339,0.61637,1.53326,0.00011225,0.00011225,0.00011225
237,51829.1,0.8223,1.52725,0.58855,1.19303,0.88375,0.82741,0.89029,0.60806,0.87639,0.81525,0.88148,0.56557,1.16289,1.49231,0.61636,1.53292,0.0001106,0.0001106,0.0001106
238,52042.6,0.824,1.52317,0.58381,1.19326,0.88414,0.82741,0.89075,0.60833,0.87744,0.81572,0.8821,0.56555,1.16199,1.49237,0.61647,1.53204,0.00010895,0.00010895,0.00010895
239,52346.3,0.82043,1.49162,0.56851,1.18718,0.88338,0.82904,0.89063,0.60866,0.87434,0.81852,0.88232,0.56574,1.1614,1.49234,0.61737,1.53155,0.0001073,0.0001073,0.0001073
240,52592.8,0.82454,1.51873,0.57361,1.19101,0.88343,0.82834,0.89016,0.6088,0.87462,0.81712,0.88174,0.56607,1.16073,1.49269,0.6174,1.53109,0.00010565,0.00010565,0.00010565
241,52836.1,0.82569,1.52742,0.58035,1.19358,0.88354,0.82679,0.89007,0.60902,0.87524,0.81701,0.88189,0.56645,1.16025,1.49324,0.61753,1.53081,0.000104,0.000104,0.000104
242,53062.7,0.82933,1.53856,0.58904,1.19431,0.88442,0.82647,0.89001,0.60939,0.8759,0.81665,0.88175,0.56662,1.15998,1.49328,0.6175,1.53071,0.00010235,0.00010235,0.00010235
243,53257.1,0.82034,1.53083,0.57975,1.18428,0.88457,0.82795,0.8903,0.60979,0.87448,0.8179,0.88192,0.56706,1.15923,1.49347,0.61708,1.5301,0.0001007,0.0001007,0.0001007
244,53609.1,0.81042,1.5182,0.57843,1.18537,0.88417,0.82831,0.89042,0.60993,0.87461,0.81852,0.88196,0.56742,1.15881,1.49341,0.61683,1.53019,9.905e-05,9.905e-05,9.905e-05
245,53967.3,0.82479,1.53714,0.57871,1.18691,0.88461,0.82832,0.89017,0.61016,0.87779,0.81637,0.8817,0.56693,1.15872,1.49414,0.61718,1.53051,9.74e-05,9.74e-05,9.74e-05
246,54364.3,0.83854,1.56209,0.59418,1.20204,0.88764,0.82601,0.89056,0.61062,0.87872,0.81618,0.88176,0.56747,1.15866,1.49536,0.61755,1.53062,9.575e-05,9.575e-05,9.575e-05
247,54696.2,0.81944,1.53061,0.58032,1.19089,0.88835,0.82694,0.89062,0.61054,0.8789,0.81712,0.88195,0.56735,1.15826,1.49629,0.61807,1.53071,9.41e-05,9.41e-05,9.41e-05
248,55010.6,0.81583,1.52334,0.5782,1.18807,0.88328,0.83178,0.89062,0.61093,0.87863,0.81665,0.88231,0.56771,1.15832,1.49756,0.61752,1.53124,9.245e-05,9.245e-05,9.245e-05
249,55385.7,0.81505,1.51866,0.56624,1.17887,0.88317,0.83022,0.89068,0.61032,0.87383,0.82133,0.88241,0.56858,1.15823,1.4991,0.61721,1.53122,9.08e-05,9.08e-05,9.08e-05
250,55746.4,0.81006,1.51373,0.56511,1.17782,0.88233,0.82881,0.89053,0.61087,0.87375,0.82086,0.88246,0.56873,1.15825,1.49958,0.61735,1.53098,8.915e-05,8.915e-05,8.915e-05
251,56063.6,0.81341,1.50717,0.57236,1.16926,0.88246,0.82872,0.89075,0.6115,0.87399,0.82077,0.88261,0.56933,1.15772,1.50039,0.61653,1.53035,8.75e-05,8.75e-05,8.75e-05
