epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,47061.4,1.05172,1.09822,0.85303,1.36754,0.82695,0.77405,0.84576,0.55461,0.80844,0.74557,0.81151,0.5027,1.20581,0.87061,0.70784,1.64307,0.00126623,0.00126623,0.00126623
127,47300.1,1.04966,1.12163,0.8523,1.363,0.82929,0.77059,0.84615,0.55686,0.82074,0.73584,0.81405,0.50689,1.19978,0.83818,0.70455,1.63676,0.0012562,0.0012562,0.0012562
128,47536.5,1.03594,1.0777,0.84088,1.35768,0.83232,0.76445,0.84628,0.55537,0.8141,0.74057,0.81625,0.50739,1.20019,0.82517,0.70696,1.64077,0.00124615,0.00124615,0.00124615
129,47817.4,1.04549,1.11104,0.8532,1.36856,0.81787,0.78053,0.84818,0.55711,0.80301,0.75661,0.81739,0.50865,1.20147,0.8263,0.70684,1.64249,0.00123607,0.00123607,0.00123607
130,48057.4,1.03425,1.09839,0.83885,1.35743,0.82971,0.77298,0.84924,0.55668,0.81432,0.74905,0.81893,0.50805,1.20394,0.84127,0.70914,1.645,0.00122596,0.00122596,0.00122596
131,48296.4,1.02598,1.1002,0.82751,1.34693,0.83175,0.77173,0.84943,0.55611,0.82253,0.74099,0.8163,0.50714,1.20545,0.85638,0.7021,1.65188,0.00121583,0.00121583,0.00121583
132,48533,1.04225,1.09653,0.84574,1.3608,0.83597,0.7629,0.84663,0.55528,0.82434,0.73521,0.81499,0.50552,1.20872,0.86563,0.70388,1.6583,0.00120568,0.00120568,0.00120568
133,48770,1.02984,1.09591,0.83383,1.3553,0.84097,0.75829,0.84636,0.55499,0.82703,0.73634,0.81489,0.50583,1.20355,0.86498,0.70564,1.65366,0.00119551,0.00119551,0.00119551
134,49025.6,1.02455,1.08219,0.82892,1.35745,0.83593,0.77256,0.84652,0.5555,0.82467,0.7382,0.81449,0.50352,1.20597,0.88712,0.70777,1.65896,0.00118531,0.00118531,0.00118531
135,49263.4,1.03212,1.0928,0.82916,1.35033,0.82681,0.77801,0.84488,0.55421,0.81802,0.74108,0.81243,0.50271,1.2041,0.8981,0.7103,1.65948,0.0011751,0.0011751,0.0011751
136,49499.9,1.01975,1.08196,0.81775,1.34096,0.82357,0.77885,0.84344,0.55328,0.80715,0.74066,0.80724,0.50196,1.20588,0.91645,0.70794,1.66576,0.00116487,0.00116487,0.00116487
137,49739,1.02853,1.09709,0.83071,1.35083,0.8281,0.77759,0.84347,0.55237,0.80395,0.73773,0.80424,0.49963,1.20912,0.9332,0.7083,1.67174,0.00115462,0.00115462,0.00115462
138,49981.8,1.02282,1.07214,0.81986,1.34186,0.82679,0.77919,0.84372,0.55383,0.80712,0.74234,0.80629,0.5004,1.21198,0.93781,0.70717,1.68003,0.00114436,0.00114436,0.00114436
139,50209.2,1.01853,1.08396,0.80926,1.34437,0.8251,0.77507,0.84216,0.55191,0.80471,0.74024,0.80374,0.497,1.21399,0.94853,0.7125,1.68454,0.00113408,0.00113408,0.00113408
140,50433.7,1.02657,1.07715,0.81549,1.34486,0.83109,0.77004,0.84151,0.55075,0.80684,0.73773,0.80457,0.49623,1.2199,0.95711,0.71133,1.69059,0.00112379,0.00112379,0.00112379
141,50658.9,1.00342,1.07195,0.79945,1.33326,0.83604,0.76542,0.83964,0.54954,0.80997,0.73872,0.8009,0.49574,1.22055,0.96089,0.71136,1.69241,0.00111348,0.00111348,0.00111348
142,50883.5,1.00767,1.06168,0.80937,1.33036,0.83658,0.76332,0.83945,0.5488,0.8145,0.73269,0.79902,0.49429,1.22093,0.95987,0.71232,1.69368,0.00110317,0.00110317,0.00110317
143,51110.7,1.01113,1.06782,0.81548,1.34067,0.83215,0.76836,0.83984,0.55012,0.80697,0.73773,0.79989,0.49523,1.21878,0.95142,0.7151,1.69006,0.00109284,0.00109284,0.00109284
144,51335.7,1.01257,1.04977,0.80994,1.33253,0.83571,0.76123,0.84176,0.54955,0.81353,0.73479,0.80237,0.49462,1.22209,0.95758,0.71382,1.69114,0.00108251,0.00108251,0.00108251
145,51564,0.99771,1.0811,0.79511,1.32675,0.8311,0.76752,0.8427,0.55083,0.82938,0.7222,0.80247,0.49525,1.22154,0.94651,0.71218,1.69048,0.00107216,0.00107216,0.00107216
146,51788.9,1.00821,1.05207,0.80133,1.33686,0.83057,0.77088,0.84312,0.551,0.83187,0.71926,0.80313,0.49658,1.22351,0.93599,0.71019,1.69234,0.00106181,0.00106181,0.00106181
147,52016.5,1.0113,1.07748,0.80794,1.33549,0.83329,0.76559,0.84285,0.55113,0.82733,0.72182,0.80342,0.49485,1.2267,0.94734,0.71277,1.69559,0.00105146,0.00105146,0.00105146
148,52241.5,1.00822,1.06897,0.80965,1.33259,0.8399,0.76172,0.84171,0.55159,0.82505,0.72304,0.80329,0.49614,1.22749,0.94082,0.71374,1.69727,0.0010411,0.0010411,0.0010411
149,52466.6,1.00553,1.05851,0.79648,1.33057,0.84528,0.75745,0.84178,0.55257,0.8272,0.72178,0.80238,0.49676,1.22678,0.93624,0.71273,1.69721,0.00103073,0.00103073,0.00103073
150,52691.4,1.00244,1.07551,0.81144,1.33129,0.82636,0.76689,0.84262,0.55291,0.82407,0.71941,0.80078,0.49539,1.22706,0.94488,0.71306,1.69858,0.00102037,0.00102037,0.00102037
151,52916.3,0.99277,1.0416,0.79055,1.32258,0.83263,0.76794,0.84468,0.55339,0.82682,0.72324,0.80578,0.49763,1.22702,0.93731,0.71162,1.69875,0.00101,0.00101,0.00101
152,53144.9,0.99576,1.07421,0.78989,1.31765,0.82643,0.77256,0.84412,0.55262,0.8196,0.72891,0.80591,0.498,1.22767,0.93227,0.71016,1.69974,0.000999633,0.000999633,0.000999633
153,53370.1,0.9904,1.06935,0.78439,1.32097,0.82341,0.77679,0.84287,0.55269,0.81796,0.72891,0.80334,0.49833,1.22729,0.93415,0.71017,1.69957,0.000989267,0.000989267,0.000989267
154,53599,0.99763,1.06225,0.79973,1.31889,0.82773,0.77088,0.84394,0.55303,0.81796,0.73185,0.80436,0.49956,1.22663,0.92917,0.70972,1.7008,0.000978903,0.000978903,0.000978903
155,53824.3,0.98163,1.03996,0.78126,1.31271,0.82776,0.77039,0.8445,0.55366,0.81864,0.73143,0.80615,0.50064,1.22587,0.92971,0.7096,1.69958,0.000968543,0.000968543,0.000968543
156,54052.4,0.98795,1.07,0.78037,1.31706,0.82903,0.77256,0.8459,0.55399,0.8217,0.7264,0.80444,0.5005,1.22581,0.92722,0.70911,1.7004,0.000958187,0.000958187,0.000958187
157,54277.8,0.98364,1.05748,0.77999,1.31212,0.82819,0.77679,0.84602,0.5535,0.82523,0.72807,0.80636,0.50004,1.22868,0.9343,0.70762,1.70438,0.000947837,0.000947837,0.000947837
158,54506.3,0.98338,1.02207,0.76842,1.3116,0.83895,0.76668,0.8451,0.55332,0.82112,0.73017,0.80634,0.49932,1.23143,0.93738,0.70681,1.70724,0.000937494,0.000937494,0.000937494
159,54731.7,0.97868,1.07262,0.77364,1.30626,0.83837,0.76837,0.84671,0.55352,0.81146,0.73437,0.80688,0.50005,1.23518,0.93787,0.70788,1.71329,0.000927159,0.000927159,0.000927159
160,54957.7,0.98374,1.04097,0.7716,1.31135,0.82188,0.77717,0.84525,0.55237,0.83276,0.72297,0.80682,0.49886,1.23668,0.94156,0.70947,1.71367,0.000916833,0.000916833,0.000916833
161,55183.1,0.9799,1.05326,0.77221,1.3111,0.80541,0.79204,0.84484,0.55153,0.82756,0.72304,0.80631,0.49911,1.23731,0.94359,0.70869,1.71464,0.000906517,0.000906517,0.000906517
162,55411.6,0.96307,1.03435,0.76109,1.29718,0.8062,0.7948,0.84626,0.55182,0.82106,0.72891,0.80581,0.49767,1.23919,0.94483,0.70749,1.71829,0.000896212,0.000896212,0.000896212
163,55637,0.97089,1.04441,0.77493,1.30733,0.81157,0.79228,0.84642,0.55157,0.78562,0.75967,0.80699,0.49894,1.23974,0.9412,0.70664,1.71929,0.00088592,0.00088592,0.00088592
164,55865.2,0.97182,1.0496,0.76258,1.29807,0.81192,0.7906,0.84623,0.55191,0.79014,0.75367,0.8053,0.49924,1.24039,0.93787,0.70495,1.72011,0.000875642,0.000875642,0.000875642
165,56090.8,0.9695,1.03363,0.76401,1.30351,0.81242,0.78766,0.8453,0.55174,0.83768,0.71716,0.80491,0.49849,1.24204,0.9401,0.70578,1.72346,0.000865378,0.000865378,0.000865378
166,56316.3,0.97157,1.04459,0.76585,1.30304,0.81348,0.78514,0.84461,0.55141,0.79187,0.75199,0.80422,0.49833,1.2423,0.94056,0.70512,1.72568,0.00085513,0.00085513,0.00085513
167,56543.5,0.95466,1.05466,0.76348,1.29599,0.81261,0.7906,0.84477,0.55006,0.78885,0.75407,0.8039,0.4975,1.24146,0.94064,0.70481,1.72482,0.000844899,0.000844899,0.000844899
168,56768.8,0.95976,1.03007,0.76021,1.29717,0.81539,0.78587,0.84495,0.55043,0.84713,0.71161,0.80414,0.49717,1.24099,0.93895,0.70443,1.72589,0.000834686,0.000834686,0.000834686
169,56995.9,0.95793,1.04345,0.75694,1.29739,0.81283,0.78431,0.84378,0.55037,0.83629,0.71548,0.80392,0.4977,1.24099,0.94125,0.70464,1.72849,0.000824492,0.000824492,0.000824492
170,57221.3,0.95663,1.0291,0.75314,1.29004,0.81474,0.78434,0.84429,0.55008,0.84523,0.71003,0.80298,0.49703,1.24144,0.94573,0.70552,1.73023,0.000814319,0.000814319,0.000814319
171,57447,0.94105,1.00888,0.73564,1.28407,0.81957,0.77927,0.84384,0.54977,0.84654,0.70961,0.80289,0.49719,1.24154,0.94851,0.70636,1.73155,0.000804167,0.000804167,0.000804167
172,57675.3,0.95225,1.00845,0.74406,1.28698,0.819,0.78039,0.84384,0.54964,0.83266,0.7159,0.80292,0.4971,1.24191,0.95001,0.70594,1.73274,0.000794038,0.000794038,0.000794038
173,57900.6,0.95223,1.03636,0.74842,1.29291,0.8186,0.78095,0.84339,0.5505,0.83117,0.71758,0.80275,0.49703,1.23999,0.94797,0.70766,1.73108,0.000783933,0.000783933,0.000783933
174,58126.3,0.94345,1.01175,0.73918,1.28995,0.82061,0.78053,0.84326,0.55081,0.83704,0.7113,0.80205,0.49668,1.24,0.94616,0.70815,1.73324,0.000773852,0.000773852,0.000773852
175,58355.8,0.94839,1.02855,0.7371,1.28275,0.82292,0.77633,0.84267,0.55043,0.83302,0.71596,0.8022,0.49667,1.24167,0.9474,0.70797,1.73587,0.000763797,0.000763797,0.000763797
176,58584.1,0.94109,0.99886,0.72937,1.28307,0.8235,0.77801,0.843,0.55017,0.79557,0.74444,0.8016,0.49725,1.24238,0.94596,0.70905,1.73811,0.000753769,0.000753769,0.000753769
177,58809.3,0.93931,1.02667,0.73985,1.28396,0.82093,0.78137,0.84273,0.55016,0.83499,0.71381,0.80185,0.49733,1.24324,0.94373,0.7076,1.74049,0.000743769,0.000743769,0.000743769
178,59073.2,0.94344,1.02699,0.7421,1.28517,0.81929,0.78305,0.84281,0.5502,0.83202,0.71758,0.80248,0.49739,1.24375,0.94375,0.70627,1.74142,0.000733799,0.000733799,0.000733799
179,59299,0.94246,1.00594,0.7326,1.2755,0.82052,0.78081,0.84238,0.5504,0.82872,0.718,0.80166,0.49762,1.24563,0.94355,0.706,1.74521,0.000723859,0.000723859,0.000723859
